iata; name; city; state; country; latitude; longitude; x; y; priority
PNM; Princeton Municipal; Princeton; MN; USA; 45.559868; -93.608215; 0.59057534; 0.74764216; 2
PNN; Princeton Municipal; Princeton; ME; USA; 45.20067; -67.56439; 0.9656917; 0.8384672; 2
PNP; Pilot Point; Pilot Point; AK; USA; 57.58038; -157.56744; 0.17424901; 0.09072411; 2
PNS; Pensacola Regional; Pensacola; FL; USA; 30.473305; -87.18745; 0.7130789; 0.22697806; 2
POC; Brackett; La Verne; CA; USA; 34.09165; -117.781784; 0.18695842; 0.41365874; 2
POF; Poplar Bluff Municipal; Poplar Bluff; MO; USA; 36.773945; -90.324844; 0.64929163; 0.4416194; 2
POH; Pocahontas Municipal; Pocahontas; IA; USA; 42.742805; -94.64731; 0.57629067; 0.64813244; 2
POU; Dutchess Cty; Poughkeepsie; NY; USA; 41.62661; -73.88411; 0.89369005; 0.6750884; 2
POY; Powell Muni; Powell; WY; USA; 44.867973; -108.793; 0.3682005; 0.7439557; 2
PPA; Perry Lefors; Pampa; TX; USA; 35.612988; -100.99626; 0.47214034; 0.39955986; 2
PPC; Prospect Creek; Prospect Creek; AK; USA; 66.81288; -150.6438; 0.19776617; 0.20394874; 2
PPF; Tri City; Parsons; KS; USA; 37.331257; -95.50901; 0.56380314; 0.45666224; 2
PPO; La Porte Municipal; La Porte; IN; USA; 41.57276; -86.73413; 0.69851583; 0.61834794; 2
PPQ; Pittsfield Penstone Municipal; Pittsfield; IL; USA; 39.638855; -90.778435; 0.6385233; 0.5420976; 2
PQI; Northern Maine Regional; Presque Isle; ME; USA; 46.68896; -68.0448; 0.95001286; 0.88484406; 2
PQL; Trent Lott International; Pascagoula; MS; USA; 30.462782; -88.52923; 0.689198; 0.2231502; 2
PQN; Pipestone Municipal; Pipestone; MN; USA; 43.983303; -96.30031; 0.5512928; 0.69157505; 2
PRB; Paso Robles Municipal; Paso Robles; CA; USA; 35.672886; -120.62705; 0.14829254; 0.4874667; 2
PRC; Ernest A. Love; Prescott; AZ; USA; 34.654472; -112.419586; 0.27872235; 0.40242195; 2
PRG; Edgar County; Paris; IL; USA; 39.70016; -87.66962; 0.6875791; 0.5501766; 2
PRN; Greenville Municipal; Greenville; AL; USA; 31.845402; -86.61044; 0.7205242; 0.2766406; 2
PRO; Perry Municipal; Perry; IA; USA; 41.828014; -94.159904; 0.58405536; 0.6160807; 2
PRX; Cox; Paris; TX; USA; 33.63661; -95.45073; 0.56520456; 0.3260864; 2
PSB; Mid-State; Philipsburg; PA; USA; 40.88439; -78.08734; 0.8332331; 0.62650365; 2
PSC; Tri-Cities; Pasco; WA; USA; 46.26468; -119.119026; 0.22611104; 0.8394943; 2
PSF; Pittsfield Municipal; Pittsfield; MA; USA; 42.426846; -73.29293; 0.8985891; 0.7061131; 2
PSG; James C. Johnson Petersburg; Petersburg; AK; USA; 56.80165; -132.94528; 0.27041245; 0.10270065; 2
PSK; New River Valley; Dublin; VA; USA; 37.137344; -80.67848; 0.80609316; 0.48385447; 2
PSM; Pease International Tradeport; Portsmouth; NH; USA; 43.077957; -70.82327; 0.9314786; 0.74407893; 2
PSN; Palestine Municipal; Palestine; TX; USA; 31.779694; -95.70631; 0.5609335; 0.26061082; 2
PSP; Palm Springs International; Palm Springs; CA; USA; 33.829216; -116.506256; 0.20703226; 0.39650577; 1
PSX; Palacios Municipal; Palacios; TX; USA; 28.727518; -96.25097; 0.55118525; 0.15350544; 2
PTB; Dinwiddie County; Petersburg; VA; USA; 37.183758; -77.507385; 0.8571163; 0.50098693; 2
PTD; Potsdam Muni-Damon; Potsdam; NY; USA; 44.67667; -74.94845; 0.86370265; 0.773654; 2
PTH; Port Heiden; Port Heiden; AK; USA; 56.959435; -158.63182; 0.16980162; 0.083539665; 2
PTK; Oakland-Pontiac; Pontiac; MI; USA; 42.665203; -83.41871; 0.7463159; 0.66644263; 2
PTN; Harry P. Williams Memorial; Patterson; LA; USA; 29.71082; -91.339714; 0.63982105; 0.19140005; 2
PTS; Atkinson Municipal; Pittsburg; KS; USA; 37.448555; -94.73133; 0.5764974; 0.46101052; 2
PTT; Pratt Industrial; Pratt; KS; USA; 37.700016; -98.7462; 0.511052; 0.47076333; 2
PTU; Platinum; Platinum; AK; USA; 59.011356; -161.81967; 0.15900078; 0.1105929; 2
PTV; Porterville Municipal; Porterville; CA; USA; 36.02961; -119.06273; 0.17544557; 0.48875606; 2
PTW; Pottstown Limerick; Pottstown; PA; USA; 40.23957; -75.556625; 0.87475103; 0.6175615; 2
PUB; Pueblo Memorial; Pueblo; CO; USA; 38.289085; -104.496574; 0.41868952; 0.5008523; 2
PUC; Carbon County; Price; UT; USA; 39.613914; -110.75142; 0.32271403; 0.5679324; 2
PUW; Pullman/Moscow Regional; Pullman/Moscow,ID; WA; USA; 46.743862; -117.10958; 0.25645545; 0.84457415; 2
PVB; Platteville Municipal; Platteville; WI; USA; 42.689354; -90.44439; 0.64007795; 0.65015733; 2
PVC; Provincetown Municipal; Provincetown; MA; USA; 42.072; -70.221375; 0.9458788; 0.713966; 2
PVD; Theodore F Green State; Providence; RI; USA; 41.724; -71.42822; 0.9298971; 0.6939329; 2
PVF; Placerville; Placerville; CA; USA; 38.724216; -120.75333; 0.16273877; 0.5926815; 2
PVG; Hampton Roads Executive; Portsmouth; VA; USA; 36.780148; -76.44884; 0.87585884; 0.4928273; 2
PVJ; Pauls Valley Municipal; Pauls Valley; OK; USA; 34.711052; -97.22321; 0.5350411; 0.36420268; 2
PVU; Provo Muni; Provo; UT; USA; 40.219196; -111.72336; 0.30958527; 0.5931916; 2
PVW; Hale County; Plainview; TX; USA; 34.168148; -101.71734; 0.4582641; 0.34974837; 2
PWA; Wiley Post; Oklahoma City; OK; USA; 35.53455; -97.64722; 0.52815664; 0.39348388; 2
PWC; Pine River Regional; Pine River; MN; USA; 46.72479; -94.3817; 0.5789086; 0.7879749; 2
PWD; Sher-Wood; Plentywood; MT; USA; 48.790306; -104.533844; 0.43771508; 0.8684163; 2
PWG; McGregor Exectuive; Waco; TX; USA; 31.484917; -97.31653; 0.5325254; 0.25049716; 2
PWK; Palwaukee; Chicago/Wheeling/Prospect Heights; IL; USA; 42.11418; -87.90148; 0.67961377; 0.63461775; 2
PWM; Portland International Jetport; Portland; ME; USA; 43.646168; -70.30875; 0.9358018; 0.766822; 2
PWT; Bremerton National; Bremerton; WA; USA; 47.492752; -122.76243; 0.18250534; 0.90359634; 2
PXE; Perry-Houston Couty; Perry; GA; USA; 32.510582; -83.767334; 0.7683847; 0.30943257; 2
PYG; Pageland; Pageland; SC; USA; 34.742138; -80.34519; 0.8197271; 0.4018057; 2
PYM; Plymouth Municipal; Plymouth; MA; USA; 41.909023; -70.72879; 0.93928015; 0.70493996; 2
PYX; Perryton Ochiltree County; Perryton; TX; USA; 36.412003; -100.751785; 0.47706643; 0.42742556; 2
PZQ; Presque Isle County; Rogers City; MI; USA; 45.407097; -83.81289; 0.7330668; 0.76073986; 2
Q00; Littlefield Municipal; Littlefield; TX; USA; 33.923954; -102.38668; 0.44652197; 0.34237194; 2
Q06; City of Tulia/Swisher County Municipal; Tulia; TX; USA; 34.566826; -101.78146; 0.4576796; 0.36391366; 2
Q14; San Juan Pueblo; Espanola; NM; USA; 36.025024; -106.04641; 0.38875872; 0.4253161; 2
Q16; Reserve; Reserve; NM; USA; 33.700054; -108.850624; 0.33582726; 0.35338324; 2
Q17; Boonville; Boonville; CA; USA; 39.012676; -123.38279; 0.123812556; 0.6217451; 2
Q21; Brownsville; Brownsville; CA; USA; 39.455444; -121.29135; 0.1584315; 0.621428; 2
Q24; Levelland Municipal; Levelland; TX; USA; 33.54981; -102.372734; 0.44623545; 0.3291704; 2
Q25; Dinsmore; Dinsmore; CA; USA; 40.49292; -123.59976; 0.12937689; 0.67356706; 2
Q26; Terry County; Brownfield; TX; USA; 33.173676; -102.19262; 0.4488142; 0.31558526; 2
Q31; Sequoia; Visalia; CA; USA; 36.448563; -119.31901; 0.17343898; 0.50486743; 2
Q34; Portales Municipal; Portales; NM; USA; 34.145473; -103.41033; 0.4294066; 0.35231084; 2
Q35; Springerville Babbitt; Springerville; AZ; USA; 34.12866; -109.31148; 0.32924327; 0.37019426; 2
Q37; Carrizozo Municipal; Carrizozo; NM; USA; 33.64886; -105.89568; 0.38607967; 0.3413781; 2
Q41; Floydada Municipal; Floydada; TX; USA; 34.0023; -101.33044; 0.46466047; 0.34325576; 2
Q42; Springer Municipal; Springer; NM; USA; 36.326977; -104.61971; 0.412979; 0.43202382; 2
Q44; Beaver Municipal; Beaver; OK; USA; 36.798916; -100.52987; 0.48112586; 0.4407934; 2
Q49; Firebaugh; Firebaugh; CA; USA; 36.85999; -120.46447; 0.15726274; 0.5268959; 2
Q53; Franklin; Franklin; CA; USA; 38.304913; -121.42967; 0.14992726; 0.58315223; 2
Q55; Dimmitt Municipal; Dimmitt; TX; USA; 34.566734; -102.32269; 0.44850993; 0.36489618; 2
Q58; Santa Rosa Municipal; Santa Rosa; NM; USA; 34.934425; -104.64307; 0.40994114; 0.38305533; 2
Q61; Georgetown; Georgetown; CA; USA; 38.921112; -120.86479; 0.16207805; 0.600189; 2
Q68; Pine Mountain Lake; Groveland; CA; USA; 37.861668; -120.17789; 0.16711941; 0.55918014; 2
Q72; Hayfork; Hayfork; CA; USA; 40.54709; -123.181694; 0.1359775; 0.6722654; 2
Q84; Mendota; Mendota; CA; USA; 36.758007; -120.37128; 0.15820447; 0.5227487; 2
Q88; Paradise Skypark; Paradise; CA; USA; 39.709606; -121.61636; 0.15486869; 0.6323973; 2
Q94; Rio Linda; Rio Linda; CA; USA; 38.676014; -121.44551; 0.15174092; 0.5959281; 2
Q95; Ruth; Ruth; CA; USA; 40.211258; -123.29752; 0.13224325; 0.66174483; 2
Q99; South County  of Santa Clara Co; San Martin; CA; USA; 37.081585; -121.59681; 0.14049315; 0.5426372; 2
RAC; John H Batten; Racine; WI; USA; 42.761192; -87.813896; 0.67978555; 0.65754336; 2
RAL; Riverside Municipal; Riverside; CA; USA; 33.951874; -117.4451; 0.19190633; 0.40666372; 2
RAP; Rapid City Regional; Rapid City; SD; USA; 44.045322; -103.05737; 0.45080498; 0.70031637; 2
RBD; Redbird; Dallas; TX; USA; 32.680862; -96.868195; 0.54066825; 0.2924515; 2
RBE; Bassett Municipal; Bassett; NE; USA; 42.569668; -99.56836; 0.5015029; 0.6435; 2
RBG; Roseburg Regional; Roseburg; OR; USA; 43.238785; -123.355865; 0.14935672; 0.7646447; 2
RBL; Red Bluff Municipal; Red Bluff; CA; USA; 40.150658; -122.25229; 0.14769045; 0.6519781; 2
RBW; Walterboro Municipal; Walterboro; SC; USA; 32.92053; -80.64125; 0.82091546; 0.33697742; 2
RBY; Ruby; Ruby; AK; USA; 64.72722; -155.4699; 0.18355502; 0.17808789; 2
RCR; Fulton County; Rochester; IN; USA; 41.065548; -86.1817; 0.7080927; 0.60197055; 2
RCX; Rusk County; Ladysmith; WI; USA; 45.498257; -91.00186; 0.62854725; 0.7479721; 2
RDD; Redding Municipal; Redding; CA; USA; 40.508984; -122.2934; 0.14912003; 0.66446096; 2
RDG; Reading Muni,Gen Carl A Spaatz; Reading; PA; USA; 40.3785; -75.96525; 0.86786133; 0.62007475; 2
RDK; Red Oak Municipal; Red Oak; IA; USA; 41.01053; -95.259865; 0.5672796; 0.58682716; 2
RDM; Roberts; Redmond; OR; USA; 44.254066; -121.14996; 0.18686697; 0.7838459; 2
RDU; Raleigh-Durham International; Raleigh; NC; USA; 35.87764; -78.787476; 0.84142965; 0.44893622; 2
RDV; Red Devil; Red Devil; AK; USA; 61.787643; -157.34793; 0.17664927; 0.14235973; 2
RED; Red Lodge; Red Lodge; MT; USA; 45.187447; -109.26738; 0.36221477; 0.75666136; 2
RFD; Greater Rockford; Rockford; IL; USA; 42.195362; -89.09721; 0.66123986; 0.63504124; 2
RFG; Refugio-Rooke; Refugio; TX; USA; 28.293617; -97.32305; 0.5314864; 0.13861233; 2
RGK; Red Wing Municipal; Red Wing; MN; USA; 44.589355; -92.48497; 0.60766244; 0.7144797; 2
RHI; Rhinelander-Oneida County; Rhinelander; WI; USA; 45.63119; -89.46745; 0.65066963; 0.7549024; 2
RHV; Reid-Hillview of Santa Clara Co; San Jose; CA; USA; 37.332874; -121.81979; 0.13837959; 0.55285084; 2
RIC; Richmond International; Richmond; VA; USA; 37.505165; -77.319664; 0.85881877; 0.5131477; 2
RID; Richmond Municipal; Richmond; IN; USA; 39.757214; -84.84282; 0.7319879; 0.5599067; 2
RIF; Richfield Muni; Richfield; UT; USA; 38.736435; -112.098946; 0.29851633; 0.5431601; 2
RIL; Garfield County Regional; Rifle; CO; USA; 39.526314; -107.726944; 0.36999637; 0.55362904; 2
RIU; Rancho Murieta; Rancho Murieta; CA; USA; 38.488796; -121.10245; 0.15603428; 0.5870919; 2
RIV; March; Riverside; CA; USA; 33.880573; -117.25948; 0.19467162; 0.4030167; 2
RIW; Riverton Regional; Riverton; WY; USA; 43.064236; -108.45984; 0.36813822; 0.67997575; 2
RKD; Knox County Regional; Rockland; ME; USA; 44.06008; -69.09925; 0.950812; 0.7891424; 2
RKP; Aransas County; Rockport; TX; USA; 28.086779; -97.04461; 0.53654903; 0.13128078; 2
RKR; Robert S Kerr; Poteau; OK; USA; 35.021626; -94.621254; 0.5790345; 0.3752358; 2
RKS; Rock Springs-Sweetwater County; Rock Springs; WY; USA; 41.59422; -109.06519; 0.35486403; 0.63068104; 2
RKW; Rockwood Municipal; Rockwood; TN; USA; 35.922295; -84.68966; 0.7439495; 0.42568767; 2
RLD; Richland; Richland; WA; USA; 46.305634; -119.304184; 0.22372992; 0.84196997; 2
RME; Griffis Airpark; Rome; NY; USA; 43.2338; -75.407036; 0.8635719; 0.72162044; 2
RMG; Richard B Russell; Rome; GA; USA; 34.3506; -85.15801; 0.73994195; 0.3689739; 2
RMP; Rampart; Rampart; AK; USA; 65.507866; -150.1428; 0.19975461; 0.18814361; 2
RMY; Brooks; Marshall; MI; USA; 42.251183; -84.95545; 0.7241577; 0.6470628; 2
RNC; Warren County Memorial; McMinnville; TN; USA; 35.698708; -85.84382; 0.72532403; 0.41417062; 2
RNH; New Richmond Municipal; New Richmond; WI; USA; 45.14831; -92.53806; 0.60645515; 0.73403466; 2
RNM; Ramona; Ramona; CA; USA; 33.038906; -116.91364; 0.19660524; 0.3718415; 2
RNO; Reno/Tahoe International; Reno; NV; USA; 39.498577; -119.76807; 0.18206929; 0.6124867; 1
RNT; Renton Municipal; Renton; WA; USA; 47.493137; -122.21575; 0.1899357; 0.90002596; 2
RNV; Cleveland Municipal; Cleveland; MS; USA; 33.76114; -90.75787; 0.64564496; 0.33461475; 2
ROA; Roanoke Regional/ Woodrum; Roanoke; VA; USA; 37.32547; -79.975426; 0.81681067; 0.4936083; 2
ROC; Greater Rochester Int'l; Rochester; NY; USA; 43.118866; -77.672386; 0.83061904; 0.70595026; 2
ROG; Rogers Municipal-Carter; Rogers; AR; USA; 36.372295; -94.10687; 0.5871498; 0.42323083; 2
ROS; Rush City Regional; Rush City; MN; USA; 45.698013; -92.95299; 0.60001594; 0.75293815; 2
ROW; Roswell Industrial Air Center; Roswell; NM; USA; 33.301556; -104.530556; 0.408769; 0.32534808; 2
ROX; Roseau Municipal; Roseau; MN; USA; 48.856037; -95.69704; 0.55995977; 0.8617634; 2
RPB; Belleville Municipal; Belleville; KS; USA; 39.81791; -97.65962; 0.529518; 0.54498285; 2
RPD; Rice Lake Regional-Carl's; Rice Lake; WI; USA; 45.41809; -91.77365; 0.6173911; 0.7442463; 2
RPX; Roundup; Roundup; MT; USA; 46.473576; -108.55763; 0.3760251; 0.7989164; 2
RQB; Roben-Hood; Big Rapids; MI; USA; 43.722633; -85.504074; 0.7124389; 0.69699204; 2
RQE; Window Rock; Window Rock; AZ; USA; 35.652054; -109.06739; 0.3377466; 0.42254055; 2
RRL; Merrill Municipal; Merrill; WI; USA; 45.199272; -89.71143; 0.64772415; 0.7393956; 2
RRT; Warroad Intl Swede Carlson; Warroad; MN; USA; 48.941387; -95.34839; 0.56477225; 0.86475885; 2
RSH; Russian Mission; Russian Mission; AK; USA; 61.779675; -161.31947; 0.16307865; 0.1441027; 2
RSL; Russell Municipal; Russell; KS; USA; 38.872124; -98.811775; 0.51071227; 0.51226735; 2
RSN; Ruston Regional; Ruston; LA; USA; 32.514446; -92.58833; 0.61521435; 0.28826982; 2
RST; Rochester International; Rochester; MN; USA; 43.908825; -92.497986; 0.60799295; 0.690566; 2
RSV; Robinson Municipal; Robinson; IL; USA; 39.01604; -87.64977; 0.68915176; 0.526119; 2
RSW; Southwest Florida International; Ft. Myers; FL; USA; 26.536167; -81.755165; 0.82165056; 0.11071831; 2
RTN; Raton Municipal/Crews; Raton; NM; USA; 36.741528; -104.50218; 0.41569772; 0.4463327; 2
RUE; Russellville Municipal; Russellville; AR; USA; 35.259148; -93.09327; 0.6046619; 0.38460606; 2
RUG; Rugby Municipal; Rugby; ND; USA; 48.390358; -100.02428; 0.49969158; 0.8476136; 2
RUQ; Rowan County; Salisbury; NC; USA; 35.645885; -80.520294; 0.8137288; 0.43250835; 2
RUT; Rutland State; Rutland; VT; USA; 43.529907; -72.949615; 0.8981344; 0.7459436; 2
RVJ; Reidsville; Reidsville; GA; USA; 32.05897; -82.151726; 0.7976485; 0.3001871; 2
RVL; Mifflin Cty; Reedsville; PA; USA; 40.677376; -77.62683; 0.8411122; 0.6216198; 2
RVN; Hawkins County; Rogersville; TN; USA; 36.45758; -82.88504; 0.77225274; 0.45093966; 2
RVS; Richard Lloyd Jones, Jr.; Tulsa; OK; USA; 36.039627; -95.984634; 0.5560233; 0.4109388; 2
RWF; Redwood Falls Muni; Redwood Falls; MN; USA; 44.547203; -95.08225; 0.5693281; 0.7114917; 2
RWI; Rocky Mount Wilson; Rocky Mount; NC; USA; 35.85499; -77.89296; 0.8561896; 0.45279855; 2
RWL; Rawlins Muni; Rawlins; WY; USA; 41.8056; -107.19994; 0.38392237; 0.6319164; 2
RWN; Arens; Winamac; IN; USA; 41.092262; -86.61287; 0.7013705; 0.6017703; 2
RXE; Rexburg-Madison County; Rexburg; ID; USA; 43.83391; -111.80511; 0.32083884; 0.71931404; 2
RYN; Ryan; Tucson; AZ; USA; 32.14308; -111.17286; 0.29121798; 0.3090636; 2
RYV; Watertown Municipal; Watertown; WI; USA; 43.169632; -88.72321; 0.66538525; 0.6700033; 2
RYY; Cobb County-McCollum; Marietta; GA; USA; 34.013157; -84.59854; 0.7502471; 0.35901904; 2
RZL; Jasper County; Rensselaer; IN; USA; 40.9479; -87.18258; 0.6928403; 0.59526527; 2
RZN; Burnett County; Siren; WI; USA; 45.822727; -92.3725; 0.6083432; 0.7578004; 2
RZT; Ross County; Chillicothe; OH; USA; 39.44137; -83.022514; 0.76147413; 0.5549916; 2
RZZ; Halifax County; Roanoke Rapids; NC; USA; 36.439457; -77.70934; 0.8568535; 0.47406983; 2
S01; Conrad; Conrad; MT; USA; 48.16864; -111.97647; 0.33336186; 0.86950266; 2
S03; Ashland Muni-Sumner Parker; Ashland; OR; USA; 42.190285; -122.66063; 0.15333988; 0.7241808; 2
S05; Bandon State; Bandon; OR; USA; 43.08733; -124.40956; 0.13323066; 0.7672843; 2
S07; Bend Muni; Bend; OR; USA; 44.094833; -121.20064; 0.18527104; 0.778776; 2
S10; Chelan Muni; Chelan; WA; USA; 47.86597; -119.9427; 0.22286627; 0.89846283; 2
S12; Albany Municipal; Albany; OR; USA; 44.637817; -123.05945; 0.16183785; 0.8097409; 2
S18; Forks; Forks; WA; USA; 47.941467; -124.39299; 0.16314885; 0.9296284; 2
S21; Sunriver; Sunriver; OR; USA; 43.876335; -121.45306; 0.1804426; 0.7730329; 2
S23; Ione Municipal; Ione; WA; USA; 48.707275; -117.412605; 0.26128092; 0.9127594; 2
S24; Sandusky Co; Fremont; OH; USA; 41.295704; -83.03723; 0.7559559; 0.61987436; 2
S25; Watford City Municipal; Watford City; ND; USA; 47.7957; -103.2537; 0.45382518; 0.8315177; 2
S27; Kalispell City; Kalispell; MT; USA; 48.17857; -114.30374; 0.3013791; 0.87968314; 2
S28; International Peace Garden; Dunseith; ND; USA; 48.997784; -100.04346; 0.49995542; 0.86866015; 2
S30; Lebanon State; Lebanon; OR; USA; 44.529846; -122.929535; 0.16304931; 0.8051946; 2
S31; Lopez Island; Lopez; WA; USA; 48.4826; -122.936844; 0.18584354; 0.9377784; 2
S32; Cooperstown Municipal; Cooperstown; ND; USA; 47.422775; -98.10587; 0.525975; 0.8125354; 2
S33; City-County; Madras; OR; USA; 44.666233; -121.1631; 0.1889263; 0.79790646; 2
S34; Plains; Plains; MT; USA; 47.472435; -114.90013; 0.29032087; 0.85834837; 2
S39; Prineville; Prineville; OR; USA; 44.286995; -120.90383; 0.19057162; 0.7833608; 2
S40; Prosser; Prosser; WA; USA; 46.212357; -119.79281; 0.21643327; 0.84171784; 2
S43; Harvey; Snohomish; WA; USA; 47.908154; -122.10541; 0.19375934; 0.9132076; 2
S45; Siletz Bay State; Siletz Bay (Gleneden Beach); OR; USA; 44.877613; -124.02845; 0.1495865; 0.8246837; 2
S47; Tillamook; Tillamook; OR; USA; 45.418243; -123.814384; 0.15584387; 0.84130114; 2
S50; Auburn Municipal; Auburn; WA; USA; 47.328156; -122.22651; 0.18886082; 0.8945676; 2
S52; Methow Valley State; Winthrop; WA; USA; 48.4207; -120.147026; 0.2229587; 0.9183204; 2
S59; Libby; Libby; MT; USA; 48.283844; -115.49024; 0.28555498; 0.8887861; 2
S60; Kenmore Air Harbor Inc; Kenmore; WA; USA; 47.75482; -122.25929; 0.19081707; 0.9090693; 2
S64; Stanford; Stanford; MT; USA; 47.14719; -110.22993; 0.3543374; 0.82784504; 2
S66; Homedale Municipal; Homedale; ID; USA; 43.61488; -116.92154; 0.24486852; 0.7365209; 2
S67; Nampa Muni; Nampa; ID; USA; 43.581333; -116.523056; 0.25054675; 0.7331909; 2
S68; Orofino Municipal; Orofino; ID; USA; 46.49129; -116.27681; 0.26697218; 0.831619; 2
S69; Lincoln; Lincoln; MT; USA; 46.97494; -112.64476; 0.31985822; 0.8312841; 2
S70; Othello Muni; Othello; WA; USA; 46.794865; -119.080284; 0.22929412; 0.8572438; 2
S71; Edgar G Obie; Chinook; MT; USA; 48.591946; -109.248886; 0.37227064; 0.8741981; 2
S72; St Maries Municipal; St Maries; ID; USA; 47.327686; -116.57739; 0.26647583; 0.86166716; 2
S73; Kamiah Municipal; Kamiah; ID; USA; 46.21934; -116.01347; 0.26948828; 0.82098424; 2
S80; Idaho County; Grangeville; ID; USA; 45.94256; -116.12341; 0.26673228; 0.8120787; 2
S83; Shoshone County; Kellogg; ID; USA; 47.5477; -116.1885; 0.2728179; 0.8671793; 2
S85; Big Sky; Culbertson; MT; USA; 48.15333; -104.50389; 0.43695745; 0.846351; 2
S87; Weiser Municipal; Weiser; ID; USA; 44.20683; -116.96239; 0.24697323; 0.75706196; 2
S89; Craigmont Municipal; Craigmont; ID; USA; 46.24711; -116.48015; 0.26303846; 0.8243295; 2
S93; Cle Elum Municipal; Cle Elum; WA; USA; 47.183174; -120.88452; 0.20641641; 0.88117266; 2
S94; Whitman County Memorial; Colfax; WA; USA; 46.858498; -117.413795; 0.2527449; 0.8501002; 2
S97; Anderson; Brewster; WA; USA; 48.10487; -119.72061; 0.22710587; 0.9052018; 2
SAA; Shively; Saratoga; WY; USA; 41.44486; -106.823524; 0.38881394; 0.6181352; 2
SAC; Sacramento Executive; Sacramento; CA; USA; 38.512524; -121.49347; 0.1500884; 0.5906948; 2
SAD; Safford Regional; Safford; AZ; USA; 32.853313; -109.63497; 0.3199597; 0.32697684; 2
SAF; Santa Fe Municipal; Santa Fe; NM; USA; 35.61678; -106.08814; 0.38716048; 0.41108632; 2
SAN; San Diego International-Lindbergh; San Diego; CA; USA; 32.733555; -117.18966; 0.19053145; 0.36311316; 1
SAR; Sparta Community-Hunter; Sparta; IL; USA; 38.148937; -89.69871; 0.657684; 0.49125522; 2
SAT; San Antonio International; San Antonio; TX; USA; 29.533695; -98.46978; 0.51111364; 0.18269587; 2
SAV; Savannah International; Savannah; GA; USA; 32.127583; -81.20214; 0.8138823; 0.30678636; 2
SAW; Sawyer; Gwinn; MI; USA; 46.35361; -87.395836; 0.67933744; 0.7841135; 2
SAZ; Staples Municipal; Staples; MN; USA; 46.38088; -94.8066; 0.57292247; 0.7758125; 2
SBA; Santa Barbara Municipal; Santa Barbara; CA; USA; 34.426212; -119.84037; 0.15454341; 0.43919373; 2
SBD; San Bernardino International; San Bernardino; CA; USA; 34.095352; -117.23487; 0.19607918; 0.41025287; 2
SBM; Sheboygan County Memorial; Sheboygan; WI; USA; 43.769493; -87.85159; 0.67741233; 0.69283843; 2
SBN; South Bend Regional; South Bend; IN; USA; 41.708954; -86.318474; 0.70460767; 0.624207; 2
SBO; Emanuel County; Swainsboro; GA; USA; 32.60825; -82.3687; 0.79224455; 0.3184129; 2
SBP; San Luis Obispo Co-McChesney; San Luis Obispo; CA; USA; 35.237057; -120.642395; 0.14570144; 0.47268617; 2
SBS; Steamboat Springs; Steamboat Springs; CO; USA; 40.51626; -106.8663; 0.38593692; 0.58566976; 2
SBU; Blue Earth Municipal; Blue Earth; MN; USA; 43.595345; -94.09285; 0.5843446; 0.6783978; 2
SBX; Shelby; Shelby; MT; USA; 48.541252; -111.87207; 0.33607644; 0.8818413; 2
SBY; Salisbury-Ocean City: Wicomico Regional; Salisbury; MD; USA; 38.340527; -75.510284; 0.88398623; 0.55220985; 2
SCB; Scribner State; Scribner; NE; USA; 41.610332; -96.62986; 0.54605377; 0.6079892; 2
SCC; Deadhorse; Deadhorse; AK; USA; 70.194756; -148.46516; 0.20199087; 0.24556077; 2
SCD; Merkel Field Sylacauga Municipal; Sylacauga; AL; USA; 33.171837; -86.305534; 0.7230333; 0.32403767; 2
SCH; Schenectady Cty; Schenectady; NY; USA; 42.852455; -73.92887; 0.8871153; 0.71690094; 2
SCK; Stockton Metro; Stockton; CA; USA; 37.894268; -121.23862; 0.15064217; 0.567762; 2
SCM; Scammon Bay; Scammon Bay; AK; USA; 61.84454; -165.57375; 0.14872779; 0.14837325; 2
SCX; Scott Municipal; Oneida; TN; USA; 36.455696; -84.58575; 0.74432945; 0.4447642; 2
SD07; Bison Municipal; Bison; SD; USA; 45.518597; -102.4671; 0.46165544; 0.7508577; 2
SD10; Canton Municipal; Canton; SD; USA; 43.308887; -96.571; 0.547175; 0.6678736; 2
SD12; Wilder; De Smet; SD; USA; 44.4308; -97.56119; 0.53266; 0.70761245; 2
SD16; Eureka Municipal; Eureka; SD; USA; 45.79998; -99.64206; 0.5029626; 0.7570183; 2
SD18; Flandreau Municipal; Flandreau; SD; USA; 44.00386; -96.5931; 0.54693294; 0.6923325; 2
SD22; Hoven Municipal; Hoven; SD; USA; 45.257557; -99.79784; 0.5002549; 0.738179; 2
SD28; McLaughlin Municipal; McLaughlin; SD; USA; 45.79681; -100.78425; 0.4864115; 0.75814474; 2
SD32; Murdo Municipal; Murdo; SD; USA; 43.851658; -100.71208; 0.48544994; 0.689872; 2
SD33; Parkston Municipal; Parkston; SD; USA; 43.379154; -97.97118; 0.52613735; 0.6708222; 2
SD34; Presho Municipal; Presho; SD; USA; 43.90638; -100.03706; 0.49556497; 0.69101346; 2
SDA; Shenandoah Municipal; Shenandoah; IA; USA; 40.75148; -95.413475; 0.5649239; 0.5776464; 2
SDF; Louisville International-Standiford; Louisville; KY; USA; 38.17439; -85.736; 0.721518; 0.5015605; 2
SDL; Scottsdale; Scottsdale; AZ; USA; 33.622875; -111.91053; 0.28362972; 0.36404502; 2
